model_id,org,downloads,likes,tags,created_at,fetch_date,card_chars,has_card,watermark_raw,watermark,watermark_evidence,provenance_raw,provenance,provenance_evidence,synthetic_disclosure_raw,synthetic_disclosure,synthetic_disclosure_evidence,prohibited_uses_raw,prohibited_uses,prohibited_uses_evidence,downstream_obligation_raw,downstream_obligation,downstream_obligation_evidence,regulatory_reference_raw,regulatory_reference,regulatory_reference_evidence,watermark_dependency_only,any_provenance_signal,any_provenance_signal_raw,license,license_group,download_tier,base_model,is_derivative
Lykon/dreamshaper-xl-turbo,Lykon,3374,46,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,stable-diffusion-xl,stable-diffusion-xl-turbo,text-to-image,art,artistic,anime,dreamshaper,turbo,lcm,en,license:openrail++,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2023-12-05 22:22:29+00:00,2026-09-09,1250,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,openrail++,RAIL family,1k-10k,,False
unsloth/Krea-2-Raw,unsloth,3368,5,"diffusers,safetensors,text-to-image,en,license:other,diffusers:Krea2Pipeline,region:us",2026-08-05 14:31:48+00:00,2026-09-09,7841,True,False,False,,False,False,,False,False,,True,True,"s, including image generation, concepting, design exploration, visual production workflows, and integration into applications and creative tools.  ## Out-of-Scope Uses  This model is not intended or designed for uses that violate applicable law or regulations, infringe or misappropriate third-party rights, generate",True,True,"images.  Because this is also an open-weights release, Krea does not control downstream deployment of the model. Under the Krea 2 Community License, deployers are required to implement content filtering measures or equivalent review processes to prevent the generation or distribution of unlawful or policy-violating cont",False,False,,False,False,False,other,other,1k-10k,,False
shuttleai/shuttle-3-diffusion,shuttleai,3358,215,"diffusers,safetensors,text-to-image,image-generation,shuttle,en,license:apache-2.0,endpoints_compatible,diffusers:FluxPipeline,region:us",2024-11-12 02:05:33+00:00,2026-09-09,3631,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,,False
EarthnDusk/Loras_2023,EarthnDusk,3353,5,"diffusers,lora,stable diffusion,stable diffusion lora,anime,text-to-image,en,dataset:EarthnDusk/Creative-Embeddings,dataset:fka/awesome-chatgpt-prompts,dataset:Duskfallcrew/FFXIV_Data_and_Lora,dataset:Nerfgun3/bad_prompt,dataset:EarthnDusk/Embeddings,base_model:stable-diffusion-v1-5/stable-diffusion-v1-5,base_model:adapter:stable-diffusion-v1-5/stable-diffusion-v1-5,license:creativeml-openrail-m,region:us",2023-09-28 02:57:55+00:00,2026-09-09,2928,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,stable-diffusion-v1-5/stable-diffusion-v1-5,True
Remade-AI/Rotate,Remade-AI,3352,76,"diffusers,text-to-image,lora,template:diffusion-lora,image-to-video,en,base_model:Wan-AI/Wan2.1-I2V-14B-480P,base_model:adapter:Wan-AI/Wan2.1-I2V-14B-480P,license:apache-2.0,region:us",2025-03-11 23:15:20+00:00,2026-09-09,5708,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Wan-AI/Wan2.1-I2V-14B-480P,True
Kotajiro/fuduki_mix,Kotajiro,3318,3,"diffusers,realistic,basemodel,checkpoint,SDXL - diffusion,text-to-image,ja,en,license:openrail++,region:us",2024-05-09 03:17:30+00:00,2026-09-09,1104,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,openrail++,RAIL family,1k-10k,,False
unsloth/Qwen-Image-2512,unsloth,3292,2,"diffusers,safetensors,text-to-image,en,zh,arxiv:2508.02324,license:apache-2.0,diffusers:QwenImagePipeline,region:us",2026-08-06 13:36:08+00:00,2026-09-09,15484,True,False,False,,False,False,,True,False,"released in August, Qwen-Image-2512 features the following key improvements:  * **Enhanced Huamn Realism** Qwen-Image-2512 significantly reduces the “AI-generated” look and substantially enhances overall image realism, especially for human subjects. * **Finer Natural Detail** Qwen-Image-2512 delivers notably mo",False,False,,False,False,,False,False,,False,False,True,apache-2.0,permissive,1k-10k,,False
cusiman/Krea2-realism-V2,cusiman,3265,1,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:mit,region:us",2026-07-03 01:19:38+00:00,2026-09-09,1625,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,1k-10k,krea/Krea-2-Turbo,True
mradermacher/Janus-Pro-7B-GGUF,mradermacher,3257,7,"transformers,gguf,muiltimodal,text-to-image,unified-model,en,base_model:deepseek-community/Janus-Pro-7B,base_model:quantized:deepseek-community/Janus-Pro-7B,license:mit,endpoints_compatible,region:us,conversational",2025-11-19 22:55:05+00:00,2026-09-09,3563,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,1k-10k,deepseek-community/Janus-Pro-7B,True
neta-art/Neta-Lumina,neta-art,3251,327,"diffusion-single-file,stable-diffusion,text-to-image,comfyui,arxiv:2411.15098,base_model:Alpha-VLLM/Lumina-Image-2.0,base_model:finetune:Alpha-VLLM/Lumina-Image-2.0,license:apache-2.0,region:us",2025-06-23 02:46:40+00:00,2026-09-09,6913,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Alpha-VLLM/Lumina-Image-2.0,True
sanrenti/Flux2-Klein-9B-True-V3,sanrenti,3248,1,"diffusers,gguf,text-to-image,en,zh,base_model:black-forest-labs/FLUX.2-klein-9B,base_model:finetune:black-forest-labs/FLUX.2-klein-9B,license:apache-2.0,region:us",2026-07-07 16:26:08+00:00,2026-09-09,4513,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,black-forest-labs/FLUX.2-klein-9B,True
LyliaEngine/autismmixSDXL_autismmixConfetti,LyliaEngine,3233,6,"diffusers,text-to-image,stable-diffusion,lora,template:sd-lora,base_model:LyliaEngine/Pony_Diffusion_V6_XL,base_model:adapter:LyliaEngine/Pony_Diffusion_V6_XL,license:cdla-permissive-2.0,region:us",2024-06-06 01:28:34+00:00,2026-09-09,2013,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,cdla-permissive-2.0,other,1k-10k,LyliaEngine/Pony_Diffusion_V6_XL,True
cyberdelia/CyberRealisticXLCatalyst,cyberdelia,3231,2,"diffusers,stable-diffusion-xl,sd-xl,text-to-image,photorealistic,cyberrealistic,image-generation,license:creativeml-openrail-m,region:us",2025-06-22 10:37:55+00:00,2026-09-09,2002,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,,False
XLabs-AI/flux-controlnet-depth-v3,XLabs-AI,3220,119,"diffusers,Stable Diffusion,image-generation,Flux,controlnet,text-to-image,en,license:other,region:us",2024-08-16 16:20:28+00:00,2026-09-09,1760,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,,False
mit-han-lab/nunchaku-flux.1-dev,mit-han-lab,3217,64,"diffusers,text-to-image,SVDQuant,FLUX.1-dev,FLUX.1,Diffusion,Quantization,ICLR2025,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2025-05-29 06:27:40+00:00,2026-09-09,3095,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,black-forest-labs/FLUX.1-dev,True
Lucetepolis/FuzzyHazel,Lucetepolis,3207,67,"diffusers,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:creativeml-openrail-m,region:us",2023-03-19 13:54:06+00:00,2026-09-09,4545,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,,False
EnD-Diffusers/Dec2023,EnD-Diffusers,3207,4,"diffusers,stable diffusion,anime,comic books,illustration,text-to-image,en,dataset:EarthnDusk/Creative-Embeddings-OLD,dataset:fka/awesome-chatgpt-prompts,dataset:EarthnDusk/Embeddings,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,region:us",2023-11-30 06:24:33+00:00,2026-09-09,3241,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,stabilityai/stable-diffusion-xl-base-1.0,True
wy8edhuh/flux2-klein-9b-uncensored-text-encoder-Q5_K_M-GGUF,wy8edhuh,3201,0,"gguf,text-to-image,flux2,klein,GGUF,safetensors,text-generation-inference,uncensored,abliterated,abliteration,llama-cpp,gguf-my-repo,en,ja,base_model:ponpoke/flux2-klein-9b-uncensored-text-encoder,base_model:quantized:ponpoke/flux2-klein-9b-uncensored-text-encoder,license:other,endpoints_compatible,region:us",2026-08-31 19:54:11+00:00,2026-09-09,1909,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,ponpoke/flux2-klein-9b-uncensored-text-encoder,True
model-hub/stable-diffusion-xl-base-1.0,model-hub,3195,0,"diffusers,onnx,safetensors,text-to-image,stable-diffusion,arxiv:2307.01952,arxiv:2211.01324,arxiv:2108.01073,arxiv:2112.10752,license:openrail++,region:us",2023-09-17 19:29:27+00:00,2026-09-09,8576,True,True,False,".19.0: ``` pip install diffusers --upgrade ```  In addition make sure to install `transformers`, `safetensors`, `accelerate` as well as the invisible watermark: ``` pip install invisible_watermark transformers accelerate safetensors ```  To just use the base model, you can run:  ```py from diffusers import D",False,False,,False,False,,True,True,"al to generate harmful content. - Probing and understanding the limitations and biases of generative models.  Excluded uses are described below.  ### Out-of-Scope Use  The model was not trained to be factual or true representations of people or events, and therefore using the model to generate such content is out-o",False,False,,False,False,,True,False,True,openrail++,RAIL family,1k-10k,,False
Jonjew/STOIQOAfroditeFLUXXL,Jonjew,3184,1,"diffusers,text-to-image,lora,template:diffusion-lora,not-for-all-audiences,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:unknown,region:us",2025-01-09 00:22:31+00:00,2026-09-09,476,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,unknown,other,1k-10k,black-forest-labs/FLUX.1-dev,True
2ch/penflux,2ch,3178,11,"diffusers,text-to-image,lora,template:diffusion-lora,en,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,region:us",2024-10-28 04:13:10+00:00,2026-09-09,688,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,1k-10k,black-forest-labs/FLUX.1-dev,True
Keltezaa/flux2_klein_9B_Realism_Engine_V2,Keltezaa,3165,3,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:adapter:black-forest-labs/FLUX.2-klein-base-9B,license:cc-by-nc-nd-4.0,region:us",2026-02-21 16:18:31+00:00,2026-09-09,155,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,cc-by-nc-nd-4.0,non-commercial,1k-10k,black-forest-labs/FLUX.2-klein-base-9B,True
enterprise-explorers/sd-vae-ft-mse-flax,enterprise-explorers,3161,3,"transformers,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:mit,region:us",2023-03-23 18:39:40+00:00,2026-09-09,6395,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,1k-10k,,False
camenduru/FLUX.1-dev-ungated,camenduru,3149,3,"diffusers,safetensors,text-to-image,image-generation,flux,en,license:other,endpoints_compatible,diffusers:FluxPipeline,region:us",2025-08-07 13:18:03+00:00,2026-09-09,3937,True,False,False,,False,False,,False,False,,True,True,"e information that can be used to harm an individual. - To harass, abuse, threaten, stalk, or bully individuals or groups of individuals. - To create non-consensual nudity or illegal pornographic content. - For fully automated decision making that adversely impacts an individual's legal rights or otherwise create",False,False,,False,False,,False,False,False,other,other,1k-10k,,False
black-forest-labs/FLUX.2-klein-4b-nvfp4,black-forest-labs,3141,46,"diffusion-single-file,text-to-image,image-editing,flux,image-to-image,en,license:apache-2.0,region:us",2026-01-14 22:32:45+00:00,2026-09-09,7643,True,True,True,"atforms better identify, label, and interpret AI-generated content online. The inference code for FLUX.2 [klein] implements an example of pixel-layer watermarking. Additionally, this repository includes links to the https://c2pa.org/ standard for metadata. The API for FLUX.2 [klein] applies cryptographically-si",True,True,"The inference code for FLUX.2 [klein] implements an example of pixel-layer watermarking. Additionally, this repository includes links to the https://c2pa.org/ standard for metadata. The API for FLUX.2 [klein] applies cryptographically-signed C2PA metadata to downloaded output content to indicate that i",True,True,"and https://www.microsoft.com/. 6. Content provenance. Content provenance features can help users and platforms better identify, label, and interpret AI-generated content online. The inference code for FLUX.2 [klein] implements an example of pixel-layer watermarking. Additionally, this repository includes links",True,True,"e information that can be used to harm an individual. - To harass, abuse, threaten, stalk, or bully individuals or groups of individuals. - To create non-consensual intimate imagery or illegal pornographic content. - For fully automated decision making or high risk applications that adversely impact an individual",False,False,,False,False,,False,True,True,apache-2.0,permissive,1k-10k,,False
PixArt-alpha/PixArt-XL-2-1024-MS,PixArt-alpha,3133,212,"diffusers,safetensors,text-to-image,Pixart-α,arxiv:2310.00426,arxiv:2112.10752,arxiv:2309.05019,license:openrail++,endpoints_compatible,diffusers:PixArtAlphaPipeline,region:us",2023-11-04 15:48:30+00:00,2026-09-09,6750,True,False,False,,False,False,,False,False,,True,True,"l to generate harmful content.  - Probing and understanding the limitations and biases of generative models.  Excluded uses are described below.  ### Out-of-Scope Use  The model was not trained to be factual or true representations of people or events, and therefore using the model to generate such content is out-o",False,False,,False,False,,False,False,False,openrail++,RAIL family,1k-10k,,False
DawnW0lf/Qwen-Image-Bench-GGUF,DawnW0lf,3122,3,"transformers,gguf,judge-model,text-to-image,evaluation,benchmark,qwen,image-text-to-text,en,zh,base_model:Qwen/Qwen-Image-Bench,base_model:quantized:Qwen/Qwen-Image-Bench,license:apache-2.0,endpoints_compatible,region:us,conversational",2026-06-10 22:35:04+00:00,2026-09-09,1642,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,Qwen/Qwen-Image-Bench,True
inclusionAI/LLaDA2.0-Uni-FP8,inclusionAI,3116,5,"transformers,diffusers,safetensors,llada2_moe,feature-extraction,multimodal,image-generation,image-understanding,image-editing,diffusion,moe,text-to-image,fp8,quantized,any-to-any,custom_code,en,arxiv:2604.20796,base_model:inclusionAI/LLaDA2.0-Uni,base_model:finetune:inclusionAI/LLaDA2.0-Uni,license:apache-2.0,region:us",2026-05-06 08:03:43+00:00,2026-09-09,3010,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,inclusionAI/LLaDA2.0-Uni,True
digiplay/majicMIX_realistic_v6,digiplay,3107,52,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:other,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-06-12 21:16:15+00:00,2026-09-09,72,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,,False
Eugeoter/noob-sdxl-controlnet-scribble_pidinet,Eugeoter,3105,3,"diffusers,safetensors,stable-diffusion,stable-diffusion-xl,controlnet,text-to-image,en,base_model:Laxhar/noobai-xl-EarlyAccess,base_model:adapter:Laxhar/noobai-xl-EarlyAccess,license:other,region:us",2024-11-25 05:38:08+00:00,2026-09-09,0,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,Laxhar/noobai-xl-EarlyAccess,True
KBlueLeaf/Kohaku-XL-Zeta,KBlueLeaf,3102,92,"diffusers,safetensors,text-to-image,en,dataset:KBlueLeaf/danbooru2023-webp-4Mpixel,dataset:KBlueLeaf/danbooru2023-sqlite,dataset:KBlueLeaf/danbooru2023-florence2-caption,dataset:Amber-River/Pixiv-2.6M,base_model:KBlueLeaf/Kohaku-XL-Epsilon-rev2,base_model:finetune:KBlueLeaf/Kohaku-XL-Epsilon-rev2,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-08-25 13:56:36+00:00,2026-09-09,8801,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,KBlueLeaf/Kohaku-XL-Epsilon-rev2,True
rityak/RealCore_Pony,rityak,3100,6,"diffusers,text-to-image,stable-diffusion,safetensors,stable-diffusion-xl,merge,en,base_model:John6666/big-love-pony3-sdxl,base_model:merge:John6666/big-love-pony3-sdxl,base_model:John6666/damn-ponyxl-realistic-model-v3-sdxl,base_model:merge:John6666/damn-ponyxl-realistic-model-v3-sdxl,base_model:John6666/fuyu-hanfu-pony-nsfw-pony-v3-sdxl,base_model:merge:John6666/fuyu-hanfu-pony-nsfw-pony-v3-sdxl,base_model:John6666/pony-finalcut-hybrid-joy-sdxl,base_model:merge:John6666/pony-finalcut-hybrid-joy-sdxl,base_model:cyberdelia/CyberRealisticPony,base_model:merge:cyberdelia/CyberRealisticPony,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:merge:stabilityai/stable-diffusion-xl-base-1.0,license:openrail++,region:us",2025-11-02 18:42:30+00:00,2026-09-09,6667,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,openrail++,RAIL family,1k-10k,John6666/big-love-pony3-sdxl,True
calcuis/sd3.5-medium-gguf,calcuis,3077,20,"diffusers,safetensors,gguf,stable-diffusion,gguf-comfy,text-to-image,en,base_model:stabilityai/stable-diffusion-3.5-medium,base_model:quantized:stabilityai/stable-diffusion-3.5-medium,doi:10.57967/hf/3410,license:other,region:us",2024-10-30 15:18:02+00:00,2026-09-09,2938,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,stabilityai/stable-diffusion-3.5-medium,True
kandinsky-community/kandinsky-2-2-prior,kandinsky-community,3044,51,"diffusers,safetensors,text-to-image,kandinsky,license:apache-2.0,diffusers:KandinskyV22PriorPipeline,region:us",2023-06-09 13:37:11+00:00,2026-09-09,14361,True,True,False,"igured, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, fused fingers, too many fingers, long neck, username, watermark, signature""  generator = torch.Generator(device=""cuda"").manual_seed(43) image_emb, zero_image_emb = pipe_prior(     prompt=prompt, negative_prompt=ne",False,False,,False,False,,False,False,,False,False,,False,False,,False,False,True,apache-2.0,permissive,1k-10k,,False
Quiho/Krea2_TextFusion_Refusal-Reduction_LoRA_v1.0_lora,Quiho,3040,2,"diffusers,lora,krea-2,text-to-image,template:diffusion-lora,krea 2 turbo,tool,civitai,imported,region:us",2026-07-28 15:18:00+00:00,2026-09-09,2357,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,,unspecified,1k-10k,,False
shuttleai/shuttle-jaguar,shuttleai,3018,108,"diffusers,safetensors,gguf,text-to-image,image-generation,shuttle,en,base_model:shuttleai/shuttle-3-diffusion,base_model:quantized:shuttleai/shuttle-3-diffusion,license:apache-2.0,endpoints_compatible,diffusers:FluxPipeline,region:us",2025-01-21 21:46:34+00:00,2026-09-09,2738,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,shuttleai/shuttle-3-diffusion,True
pt-sk/stable-diffusion-1.5,pt-sk,2972,16,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,arxiv:2207.12598,arxiv:2112.10752,arxiv:2103.00020,arxiv:2205.11487,arxiv:1910.09700,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2024-03-01 16:13:25+00:00,2026-09-09,13362,True,True,False,"oved-aesthetics"" (a subset of laion2B-en, filtered to images with an original size `>= 512x512`, estimated aesthetics score `> 5.0`, and an estimated watermark probability `< 0.5`. The watermark estimate is from the LAION-5B metadata, the aesthetics score is estimated using an [improved aesthetics estimator]",False,False,,False,False,,True,True,"of people or their environments, cultures, religions, etc. - Intentionally promoting or propagating discriminatory content or harmful stereotypes. - Impersonating individuals without their consent. - Sexual content without consent of the people who might see it. - Mis- and disinformation - Representations of",False,False,,False,False,,False,False,True,creativeml-openrail-m,RAIL family,1k-10k,,False
Jonjew/GetphatFLUXRealityNSFW,Jonjew,2965,1,"diffusers,text-to-image,lora,template:diffusion-lora,not-for-all-audiences,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:unknown,region:us",2025-05-10 23:17:19+00:00,2026-09-09,6206,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,unknown,other,1k-10k,black-forest-labs/FLUX.1-dev,True
litert-community/Bonsai-Image-ternary-4B,litert-community,2949,7,"litert,tflite,on-device,ternary,flux2,text-to-image,license:apache-2.0,region:us",2026-07-29 03:29:36+00:00,2026-09-09,10314,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,,False
drbaph/HiDream-O1-Image-Dev-2604-FP8,drbaph,2939,7,"diffusers,safetensors,qwen3_vl,comfyui,text-to-image,image-editing,fp8,quantized,distilled,image-text-to-image,license:mit,region:us",2026-05-14 21:52:38+00:00,2026-09-09,7057,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,1k-10k,,False
Onodofthenorth/SD_PixelArt_SpriteSheet_Generator,Onodofthenorth,2921,460,"diffusers,spritesheet,text-to-image,en,license:apache-2.0,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2022-11-01 04:31:21+00:00,2026-09-09,2817,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,,False
perpetual3x/Eastern-European-Female-Anatomy-NSFW-LoRA-v1,perpetual3x,2915,3,"diffusers,qwen-image,qwen-image-2512,lora,text-to-image,photorealistic,realistic-photography,eastern-european-woman,anatomy-detail,experimental,nsfw,en,base_model:Qwen/Qwen-Image-2512,base_model:adapter:Qwen/Qwen-Image-2512,license:other,region:us,not-for-all-audiences",2026-08-23 14:16:29+00:00,2026-09-09,10476,True,True,False,"on"" ) negative_prompt = (     ""child, minor, underage, youthful-looking, low quality, blurry, ""     ""distorted anatomy, malformed hands, extra limbs, watermark, text"" )  image = pipe(     prompt=prompt,     negative_prompt=negative_prompt,     width=928,     height=1328,     num_inference_steps=8,     true_c",False,False,,False,False,,True,True,"ntended exclusively for lawful, consensual, adult creative work. Do not use it to:  - create or sexualize minors or youthful-looking persons - create non-consensual or exploitative sexual content - depict an identifiable real person without permission - harass, threaten, exploit, or defame another person - create",False,False,,False,False,,False,False,True,other,other,1k-10k,Qwen/Qwen-Image-2512,True
ideogram-ai/ideogram-4-nf4-diffusers,ideogram-ai,2910,39,"diffusers,safetensors,text-to-image,image-generation,diffusion,flow-matching,dit,ideogram,license:other,diffusers:Ideogram4Pipeline,8-bit,region:us",2026-06-04 18:31:58+00:00,2026-09-09,19909,True,True,False,"rom a single   prompt. - **State-of-the-art text rendering.** Ideogram 4 delivers best-in-class   in-image text generation (signage, logos, captions, watermarks, multi-line   text) with high fidelity directly from the prompt. - **Spatial layout control.** Bounding-box coordinates in the prompt allow   explici",False,False,,False,False,,False,False,,True,False,"rc/ideogram4/` take effect without reinstalling:  ```bash pip install -e . ```  ### Model access  The model weights are **gated** on Hugging Face, so you must accept the gate and authenticate before the code can download them — otherwise the download fails with a `404` / `GatedRepoError`.  1. Open the model",False,False,,False,False,True,other,other,1k-10k,,False
kandinsky-community/kandinsky-2-2-decoder,kandinsky-community,2906,75,"diffusers,safetensors,text-to-image,kandinsky,license:apache-2.0,diffusers:KandinskyV22Pipeline,region:us",2023-06-09 11:17:35+00:00,2026-09-09,7210,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,apache-2.0,permissive,1k-10k,,False
Lykon/dreamshaper-3,Lykon,2906,1,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,art,artistic,anime,dreamshaper,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-08-26 16:49:29+00:00,2026-09-09,2192,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,creativeml-openrail-m,RAIL family,1k-10k,,False
drbaph/Qwen-Image-Edit-Middle-Finger-LoRA,drbaph,2892,11,"diffusers,text-to-image,lora,template:diffusion-lora,gesture,pose,image-to-image,en,base_model:Qwen/Qwen-Image-Edit,base_model:adapter:Qwen/Qwen-Image-Edit,license:apache-2.0,region:us",2025-09-07 05:36:54+00:00,2026-09-09,1350,True,False,False,,False,False,,True,False,"finger instead of a middle finger**, **change the seed** and try again.  ---  ## 🛠️ Training Information - **Training Pairs:** 210   - **Data Type:** AI-generated gesture-focused dataset   - **Input:** Images with person &#x2F; character &#x2F; animal   - **Output:** Edited images showing a **realistic middle f",False,False,,False,False,,False,False,,False,False,True,apache-2.0,permissive,1k-10k,Qwen/Qwen-Image-Edit,True
aifeifei798/flux-lora-uncensored,aifeifei798,2876,36,"diffusers,text-to-image,flux,lora,template:sd-lora,fluxgym,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-10-29 17:46:00+00:00,2026-09-09,443,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,black-forest-labs/FLUX.1-dev,True
John6666/wai-nsfw-illustrious-sdxl-v150-sdxl,John6666,2862,23,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,not-for-all-audiences,anime,hentai,girls,Illustrious XL v1.0,illustrious,en,base_model:OnomaAIResearch/Illustrious-XL-v1.0,base_model:finetune:OnomaAIResearch/Illustrious-XL-v1.0,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-09-01 01:22:45+00:00,2026-09-09,181,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,OnomaAIResearch/Illustrious-XL-v1.0,True
deepseek-community/Janus-Pro-7B,deepseek-community,2861,3,"transformers,safetensors,janus,image-text-to-text,muiltimodal,text-to-image,unified-model,any-to-any,arxiv:2501.17811,license:mit,endpoints_compatible,region:us",2025-03-02 16:42:53+00:00,2026-09-09,4932,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,mit,permissive,1k-10k,,False
tsolful/Krea2_Turbo_Raw_INT8,tsolful,2847,6,"diffusers,INT8,ConvRot,Krea2,Krea,Turbo,text-to-image,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-06-23 14:36:01+00:00,2026-09-09,566,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,krea/Krea-2-Turbo,True
rectangleworm/ideogram-4-gguf,rectangleworm,2836,28,"gguf,text-to-image,image-generation,comfyui,stable-diffusion.cpp,en,ru,zh,base_model:ideogram-ai/ideogram-4-fp8,base_model:quantized:ideogram-ai/ideogram-4-fp8,license:other,endpoints_compatible,region:us,imatrix,conversational",2026-06-12 13:39:43+00:00,2026-09-09,2937,True,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,False,other,other,1k-10k,ideogram-ai/ideogram-4-fp8,True
