model_id,org,downloads,likes,tags,created_at,card_chars
AX1Y2JP/FLUX.1-schnell-krea-lora-merged,AX1Y2JP,4011,0,"diffusers,gguf,text-to-image,image-generation,comfyui,flux,krea,lora,merged,finetune,base_model:black-forest-labs/FLUX.1-schnell,base_model:finetune:black-forest-labs/FLUX.1-schnell,license:other,region:us",2026-05-02 03:57:25+00:00,230
deepseek-ai/Janus-1.3B,deepseek-ai,4002,600,"transformers,safetensors,multi_modality,muiltimodal,text-to-image,unified-model,any-to-any,arxiv:2410.13848,license:mit,endpoints_compatible,region:us",2024-10-18 04:19:26+00:00,2790
starsfriday/Qwen-Image-NSFW,starsfriday,3968,157,"diffusers,image-generation,lora,Qwen-Image,text-to-image,en,base_model:Qwen/Qwen-Image,base_model:adapter:Qwen/Qwen-Image,license:apache-2.0,region:us,not-for-all-audiences",2025-08-19 02:03:50+00:00,2462
offgrid-ai/juggernaut-xl-v9-GGUF,offgrid-ai,3923,2,"gguf,stable-diffusion,sdxl,image-generation,quantized,off-grid,text-to-image,base_model:RunDiffusion/Juggernaut-XL-v9,base_model:quantized:RunDiffusion/Juggernaut-XL-v9,license:creativeml-openrail-m,region:us",2026-06-24 14:56:55+00:00,1218
stablediffusionapi/pixel-art-diffusion-xl,stablediffusionapi,3876,20,"diffusers,modelslab.com,stable-diffusion-api,text-to-image,ultra-realistic,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-11 00:28:01+00:00,2233
LazyHuman/maria-thumbnail,LazyHuman,3876,0,"diffusers,text-to-image,flux,lora,template:sd-lora,fluxgym,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:other,region:us",2026-08-10 04:53:45+00:00,363
ehristoforu/stable-diffusion-v1-5-tiny,ehristoforu,3867,4,"diffusers,pytorch,safetensors,stable-diffusion,optimized,sd-v1.5-base,sd-v1.5-inpainting,text-to-image,en,base_model:runwayml/stable-diffusion-v1-5,base_model:finetune:runwayml/stable-diffusion-v1-5,license:creativeml-openrail-m,region:us",2024-03-17 16:19:28+00:00,200
jbilcke-hf/sdxl-cinematic-1,jbilcke-hf,3835,1,"diffusers,stable-diffusion-xl,stable-diffusion-xl-diffusers,text-to-image,lora,dataset:jbilcke-hf/cinematic-1,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,region:us",2023-10-14 20:51:34+00:00,1582
Shakker-Labs/AWPortrait-FL,Shakker-Labs,3818,488,"diffusers,safetensors,text-to-image,stable-diffusion,image-generation,flux,en,base_model:black-forest-labs/FLUX.1-dev,base_model:finetune:black-forest-labs/FLUX.1-dev,license:other,endpoints_compatible,diffusers:FluxPipeline,region:us",2024-09-01 07:12:37+00:00,3587
rzgar/Wan2.2-Bernini-R-Motion-Enhancer-n4w-i2v,rzgar,3798,17,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:ByteDance/Bernini-R,base_model:adapter:ByteDance/Bernini-R,license:apache-2.0,region:us",2026-06-24 22:15:47+00:00,2767
starsfriday/Qwen-Image-EVA-LoRA,starsfriday,3789,5,"diffusers,image-generation,lora,Qwen-Image,text-to-image,en,base_model:Qwen/Qwen-Image,base_model:adapter:Qwen/Qwen-Image,license:apache-2.0,region:us",2025-08-12 01:31:00+00:00,2935
AlperKTS/Krea-2-SVDQuant-ComfyUI,AlperKTS,3767,17,"diffusion-single-file,comfyui,text-to-image,quantization,svdquant,int4,w4a4,krea,arxiv:2411.05007,base_model:Comfy-Org/Krea-2,base_model:quantized:Comfy-Org/Krea-2,license:other,region:us",2026-07-25 13:26:07+00:00,30171
lynaNSFW/mysticxxx_MM_H3,lynaNSFW,3764,5,"diffusers,text-to-image,lora,template:diffusion-lora,region:us",2026-08-21 09:01:29+00:00,669
ingtellect/qwen-image-2512-fp8-scaled-comfyui,ingtellect,3740,5,"diffusers,comfyui,lora,LoRA,Qwen-Image,text-to-image,base_model:Qwen/Qwen-Image-2512,base_model:adapter:Qwen/Qwen-Image-2512,license:apache-2.0,region:us",2026-02-16 05:35:59+00:00,380
city96/stable-diffusion-3.5-large-turbo-gguf,city96,3736,77,"gguf,text-to-image,image-generation,stable-diffusion,en,base_model:stabilityai/stable-diffusion-3.5-large-turbo,base_model:quantized:stabilityai/stable-diffusion-3.5-large-turbo,license:other,region:us",2024-10-23 02:21:22+00:00,656
MLXBits/krea-2-mlx-q8,MLXBits,3701,2,"mflux,safetensors,text-to-image,mlx,flux,krea,apple-silicon,quantized,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:other,region:us",2026-06-28 23:20:27+00:00,3113
ifmylove2011/girlslike-qweni,ifmylove2011,3697,18,"diffusers,lora,girlslike,qwen-image,text-to-image,base_model:Qwen/Qwen-Image,base_model:adapter:Qwen/Qwen-Image,license:apache-2.0,region:us",2025-09-19 08:46:36+00:00,5767
Eviation/flux-imatrix,Eviation,3696,4,"gguf,flux,text-to-image,imatrix,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2025-01-29 08:15:40+00:00,29638
John6666/sifw-annihilation-xl-v305illustrious-beta-sdxl,John6666,3688,0,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,anime,girls,test version,merge,illustrious,en,base_model:OnomaAIResearch/Illustrious-xl-early-release-v0,base_model:merge:OnomaAIResearch/Illustrious-xl-early-release-v0,base_model:SiriusFW/SiFW-AnnihilationXL,base_model:merge:SiriusFW/SiFW-AnnihilationXL,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-04-10 11:36:18+00:00,281
baidu/ERNIE-Image-Turbo,baidu,3684,403,"diffusers,safetensors,text-to-image,8B,license:apache-2.0,diffusers:ErnieImagePipeline,region:us",2026-04-02 10:57:06+00:00,10993
mingyi456/noobai-XL-Vpred-1.0-DF11-ComfyUI,mingyi456,3659,0,"diffusion-single-file,comfyui,text-to-image,en,base_model:Laxhar/noobai-XL-Vpred-1.0,base_model:quantized:Laxhar/noobai-XL-Vpred-1.0,license:other,region:us",2025-11-11 11:00:40+00:00,6352
falanaja/Amateur-Photography,falanaja,3644,4,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,region:us",2024-11-18 05:38:34+00:00,247
dreamlike-art/dreamlike-anime-1.0,dreamlike-art,3638,260,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,image-to-image,anime,en,license:other,diffusers:StableDiffusionPipeline,region:us",2023-01-08 03:47:50+00:00,4901
leejet/ideogram-4-GGUF,leejet,3611,83,"gguf,text-to-image,image-generation,stable-diffusion.cpp,en,zh,base_model:ideogram-ai/ideogram-4-fp8,base_model:quantized:ideogram-ai/ideogram-4-fp8,region:us",2026-06-04 16:24:12+00:00,4772
rachel-luxangel-ai/nsfw-zit,rachel-luxangel-ai,3607,0,"diffusers,text-to-image,lora,template:diffusion-lora,z-image-turbo,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:other,region:us,not-for-all-audiences",2026-04-07 09:31:51+00:00,680
srpone/zooclaw-fashionsiglip2,srpone,3603,17,"transformers,safetensors,siglip,zero-shot-image-classification,fashion,image-retrieval,text-to-image,image-to-text,siglip2,vision-language,wise-ft,en,arxiv:2606.27708,base_model:google/siglip2-base-patch16-384,base_model:finetune:google/siglip2-base-patch16-384,license:apache-2.0,endpoints_compatible,region:us",2026-05-05 06:56:40+00:00,6994
ostris/Z-Image-De-Turbo,ostris,3569,166,"diffusers,safetensors,text-to-image,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-12-04 16:02:45+00:00,1129
suayptalha/Z-Image-Turbo-Realism-LoRA,suayptalha,3550,29,"diffusers,text-to-image,lora,template:diffusion-lora,realism,dataset:opendiffusionai/cc12m-4mp-realistic,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-12-09 10:26:11+00:00,765
ilkerzgi/krea-2-golden-misty-xianxia-lora,ilkerzgi,3503,1,"diffusers,lora,text-to-image,krea,krea-2,fal-ai,template:diffusion-lora,illustration,en,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:other,region:us",2026-06-26 13:58:34+00:00,3234
F16/krea2-turbo-sda,F16,3499,58,"diffusers,lora,krea2,diversity,sda,text-to-image,arxiv:2607.27372,arxiv:2607.03524,arxiv:2106.09685,arxiv:2103.00020,arxiv:2306.09341,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:other,region:us",2026-08-30 18:45:45+00:00,8288
unsloth/Qwen-Image-2512-unsloth-bnb-4bit,unsloth,3380,16,"diffusers,safetensors,gguf,quantized,unsloth,qwen,text-to-image,en,zh,arxiv:2508.02324,base_model:Qwen/Qwen-Image-2512,base_model:finetune:Qwen/Qwen-Image-2512,license:apache-2.0,diffusers:QwenImagePipeline,8-bit,region:us",2026-01-06 21:55:40+00:00,16943
John6666/illumiyume-anime-style-noobai-xl-nai-xl-v10-sdxl,John6666,3379,0,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,anime,artist,styles,girls,cute,anatomy,v-pred,noobai,illustrious,en,base_model:Laxhar/noobai-XL-Vpred-1.0,base_model:finetune:Laxhar/noobai-XL-Vpred-1.0,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-03-09 05:24:32+00:00,212
model-hub-nd/test3,model-hub-nd,3376,0,"diffusers,flux,lora,replicate,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:other,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-08-03 19:18:41+00:00,789
Lykon/dreamshaper-xl-turbo,Lykon,3374,46,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,stable-diffusion-xl,stable-diffusion-xl-turbo,text-to-image,art,artistic,anime,dreamshaper,turbo,lcm,en,license:openrail++,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2023-12-05 22:22:29+00:00,1250
unsloth/Krea-2-Raw,unsloth,3368,5,"diffusers,safetensors,text-to-image,en,license:other,diffusers:Krea2Pipeline,region:us",2026-08-05 14:31:48+00:00,7841
shuttleai/shuttle-3-diffusion,shuttleai,3358,215,"diffusers,safetensors,text-to-image,image-generation,shuttle,en,license:apache-2.0,endpoints_compatible,diffusers:FluxPipeline,region:us",2024-11-12 02:05:33+00:00,3631
EarthnDusk/Loras_2023,EarthnDusk,3353,5,"diffusers,lora,stable diffusion,stable diffusion lora,anime,text-to-image,en,dataset:EarthnDusk/Creative-Embeddings,dataset:fka/awesome-chatgpt-prompts,dataset:Duskfallcrew/FFXIV_Data_and_Lora,dataset:Nerfgun3/bad_prompt,dataset:EarthnDusk/Embeddings,base_model:stable-diffusion-v1-5/stable-diffusion-v1-5,base_model:adapter:stable-diffusion-v1-5/stable-diffusion-v1-5,license:creativeml-openrail-m,region:us",2023-09-28 02:57:55+00:00,2928
Remade-AI/Rotate,Remade-AI,3352,76,"diffusers,text-to-image,lora,template:diffusion-lora,image-to-video,en,base_model:Wan-AI/Wan2.1-I2V-14B-480P,base_model:adapter:Wan-AI/Wan2.1-I2V-14B-480P,license:apache-2.0,region:us",2025-03-11 23:15:20+00:00,5708
Kotajiro/fuduki_mix,Kotajiro,3318,3,"diffusers,realistic,basemodel,checkpoint,SDXL - diffusion,text-to-image,ja,en,license:openrail++,region:us",2024-05-09 03:17:30+00:00,1104
unsloth/Qwen-Image-2512,unsloth,3292,2,"diffusers,safetensors,text-to-image,en,zh,arxiv:2508.02324,license:apache-2.0,diffusers:QwenImagePipeline,region:us",2026-08-06 13:36:08+00:00,15484
cusiman/Krea2-realism-V2,cusiman,3265,1,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,license:mit,region:us",2026-07-03 01:19:38+00:00,1625
mradermacher/Janus-Pro-7B-GGUF,mradermacher,3257,7,"transformers,gguf,muiltimodal,text-to-image,unified-model,en,base_model:deepseek-community/Janus-Pro-7B,base_model:quantized:deepseek-community/Janus-Pro-7B,license:mit,endpoints_compatible,region:us,conversational",2025-11-19 22:55:05+00:00,3563
neta-art/Neta-Lumina,neta-art,3251,327,"diffusion-single-file,stable-diffusion,text-to-image,comfyui,arxiv:2411.15098,base_model:Alpha-VLLM/Lumina-Image-2.0,base_model:finetune:Alpha-VLLM/Lumina-Image-2.0,license:apache-2.0,region:us",2025-06-23 02:46:40+00:00,6913
sanrenti/Flux2-Klein-9B-True-V3,sanrenti,3248,1,"diffusers,gguf,text-to-image,en,zh,base_model:black-forest-labs/FLUX.2-klein-9B,base_model:finetune:black-forest-labs/FLUX.2-klein-9B,license:apache-2.0,region:us",2026-07-07 16:26:08+00:00,4513
LyliaEngine/autismmixSDXL_autismmixConfetti,LyliaEngine,3233,6,"diffusers,text-to-image,stable-diffusion,lora,template:sd-lora,base_model:LyliaEngine/Pony_Diffusion_V6_XL,base_model:adapter:LyliaEngine/Pony_Diffusion_V6_XL,license:cdla-permissive-2.0,region:us",2024-06-06 01:28:34+00:00,2013
cyberdelia/CyberRealisticXLCatalyst,cyberdelia,3231,2,"diffusers,stable-diffusion-xl,sd-xl,text-to-image,photorealistic,cyberrealistic,image-generation,license:creativeml-openrail-m,region:us",2025-06-22 10:37:55+00:00,2002
XLabs-AI/flux-controlnet-depth-v3,XLabs-AI,3220,119,"diffusers,Stable Diffusion,image-generation,Flux,controlnet,text-to-image,en,license:other,region:us",2024-08-16 16:20:28+00:00,1760
mit-han-lab/nunchaku-flux.1-dev,mit-han-lab,3217,64,"diffusers,text-to-image,SVDQuant,FLUX.1-dev,FLUX.1,Diffusion,Quantization,ICLR2025,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2025-05-29 06:27:40+00:00,3095
Lucetepolis/FuzzyHazel,Lucetepolis,3207,67,"diffusers,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:creativeml-openrail-m,region:us",2023-03-19 13:54:06+00:00,4545
EnD-Diffusers/Dec2023,EnD-Diffusers,3207,4,"diffusers,stable diffusion,anime,comic books,illustration,text-to-image,en,dataset:EarthnDusk/Creative-Embeddings-OLD,dataset:fka/awesome-chatgpt-prompts,dataset:EarthnDusk/Embeddings,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,region:us",2023-11-30 06:24:33+00:00,3241
wy8edhuh/flux2-klein-9b-uncensored-text-encoder-Q5_K_M-GGUF,wy8edhuh,3201,0,"gguf,text-to-image,flux2,klein,GGUF,safetensors,text-generation-inference,uncensored,abliterated,abliteration,llama-cpp,gguf-my-repo,en,ja,base_model:ponpoke/flux2-klein-9b-uncensored-text-encoder,base_model:quantized:ponpoke/flux2-klein-9b-uncensored-text-encoder,license:other,endpoints_compatible,region:us",2026-08-31 19:54:11+00:00,1909
model-hub/stable-diffusion-xl-base-1.0,model-hub,3195,0,"diffusers,onnx,safetensors,text-to-image,stable-diffusion,arxiv:2307.01952,arxiv:2211.01324,arxiv:2108.01073,arxiv:2112.10752,license:openrail++,region:us",2023-09-17 19:29:27+00:00,8576
Jonjew/STOIQOAfroditeFLUXXL,Jonjew,3184,1,"diffusers,text-to-image,lora,template:diffusion-lora,not-for-all-audiences,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:unknown,region:us",2025-01-09 00:22:31+00:00,476
2ch/penflux,2ch,3178,11,"diffusers,text-to-image,lora,template:diffusion-lora,en,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,region:us",2024-10-28 04:13:10+00:00,688
Keltezaa/flux2_klein_9B_Realism_Engine_V2,Keltezaa,3165,3,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:adapter:black-forest-labs/FLUX.2-klein-base-9B,license:cc-by-nc-nd-4.0,region:us",2026-02-21 16:18:31+00:00,155
enterprise-explorers/sd-vae-ft-mse-flax,enterprise-explorers,3161,3,"transformers,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:mit,region:us",2023-03-23 18:39:40+00:00,6395
camenduru/FLUX.1-dev-ungated,camenduru,3149,3,"diffusers,safetensors,text-to-image,image-generation,flux,en,license:other,endpoints_compatible,diffusers:FluxPipeline,region:us",2025-08-07 13:18:03+00:00,3937
black-forest-labs/FLUX.2-klein-4b-nvfp4,black-forest-labs,3141,46,"diffusion-single-file,text-to-image,image-editing,flux,image-to-image,en,license:apache-2.0,region:us",2026-01-14 22:32:45+00:00,7643
PixArt-alpha/PixArt-XL-2-1024-MS,PixArt-alpha,3133,212,"diffusers,safetensors,text-to-image,Pixart-α,arxiv:2310.00426,arxiv:2112.10752,arxiv:2309.05019,license:openrail++,endpoints_compatible,diffusers:PixArtAlphaPipeline,region:us",2023-11-04 15:48:30+00:00,6750
DawnW0lf/Qwen-Image-Bench-GGUF,DawnW0lf,3122,3,"transformers,gguf,judge-model,text-to-image,evaluation,benchmark,qwen,image-text-to-text,en,zh,base_model:Qwen/Qwen-Image-Bench,base_model:quantized:Qwen/Qwen-Image-Bench,license:apache-2.0,endpoints_compatible,region:us,conversational",2026-06-10 22:35:04+00:00,1642
inclusionAI/LLaDA2.0-Uni-FP8,inclusionAI,3116,5,"transformers,diffusers,safetensors,llada2_moe,feature-extraction,multimodal,image-generation,image-understanding,image-editing,diffusion,moe,text-to-image,fp8,quantized,any-to-any,custom_code,en,arxiv:2604.20796,base_model:inclusionAI/LLaDA2.0-Uni,base_model:finetune:inclusionAI/LLaDA2.0-Uni,license:apache-2.0,region:us",2026-05-06 08:03:43+00:00,3010
digiplay/majicMIX_realistic_v6,digiplay,3107,52,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:other,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-06-12 21:16:15+00:00,72
Eugeoter/noob-sdxl-controlnet-scribble_pidinet,Eugeoter,3105,3,"diffusers,safetensors,stable-diffusion,stable-diffusion-xl,controlnet,text-to-image,en,base_model:Laxhar/noobai-xl-EarlyAccess,base_model:adapter:Laxhar/noobai-xl-EarlyAccess,license:other,region:us",2024-11-25 05:38:08+00:00,0
KBlueLeaf/Kohaku-XL-Zeta,KBlueLeaf,3102,92,"diffusers,safetensors,text-to-image,en,dataset:KBlueLeaf/danbooru2023-webp-4Mpixel,dataset:KBlueLeaf/danbooru2023-sqlite,dataset:KBlueLeaf/danbooru2023-florence2-caption,dataset:Amber-River/Pixiv-2.6M,base_model:KBlueLeaf/Kohaku-XL-Epsilon-rev2,base_model:finetune:KBlueLeaf/Kohaku-XL-Epsilon-rev2,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-08-25 13:56:36+00:00,8801
rityak/RealCore_Pony,rityak,3100,6,"diffusers,text-to-image,stable-diffusion,safetensors,stable-diffusion-xl,merge,en,base_model:John6666/big-love-pony3-sdxl,base_model:merge:John6666/big-love-pony3-sdxl,base_model:John6666/damn-ponyxl-realistic-model-v3-sdxl,base_model:merge:John6666/damn-ponyxl-realistic-model-v3-sdxl,base_model:John6666/fuyu-hanfu-pony-nsfw-pony-v3-sdxl,base_model:merge:John6666/fuyu-hanfu-pony-nsfw-pony-v3-sdxl,base_model:John6666/pony-finalcut-hybrid-joy-sdxl,base_model:merge:John6666/pony-finalcut-hybrid-joy-sdxl,base_model:cyberdelia/CyberRealisticPony,base_model:merge:cyberdelia/CyberRealisticPony,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:merge:stabilityai/stable-diffusion-xl-base-1.0,license:openrail++,region:us",2025-11-02 18:42:30+00:00,6667
calcuis/sd3.5-medium-gguf,calcuis,3077,20,"diffusers,safetensors,gguf,stable-diffusion,gguf-comfy,text-to-image,en,base_model:stabilityai/stable-diffusion-3.5-medium,base_model:quantized:stabilityai/stable-diffusion-3.5-medium,doi:10.57967/hf/3410,license:other,region:us",2024-10-30 15:18:02+00:00,2938
kandinsky-community/kandinsky-2-2-prior,kandinsky-community,3044,51,"diffusers,safetensors,text-to-image,kandinsky,license:apache-2.0,diffusers:KandinskyV22PriorPipeline,region:us",2023-06-09 13:37:11+00:00,14361
Quiho/Krea2_TextFusion_Refusal-Reduction_LoRA_v1.0_lora,Quiho,3040,2,"diffusers,lora,krea-2,text-to-image,template:diffusion-lora,krea 2 turbo,tool,civitai,imported,region:us",2026-07-28 15:18:00+00:00,2357
shuttleai/shuttle-jaguar,shuttleai,3018,108,"diffusers,safetensors,gguf,text-to-image,image-generation,shuttle,en,base_model:shuttleai/shuttle-3-diffusion,base_model:quantized:shuttleai/shuttle-3-diffusion,license:apache-2.0,endpoints_compatible,diffusers:FluxPipeline,region:us",2025-01-21 21:46:34+00:00,2738
pt-sk/stable-diffusion-1.5,pt-sk,2972,16,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,arxiv:2207.12598,arxiv:2112.10752,arxiv:2103.00020,arxiv:2205.11487,arxiv:1910.09700,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2024-03-01 16:13:25+00:00,13362
Jonjew/GetphatFLUXRealityNSFW,Jonjew,2965,1,"diffusers,text-to-image,lora,template:diffusion-lora,not-for-all-audiences,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:unknown,region:us",2025-05-10 23:17:19+00:00,6206
litert-community/Bonsai-Image-ternary-4B,litert-community,2949,7,"litert,tflite,on-device,ternary,flux2,text-to-image,license:apache-2.0,region:us",2026-07-29 03:29:36+00:00,10314
drbaph/HiDream-O1-Image-Dev-2604-FP8,drbaph,2939,7,"diffusers,safetensors,qwen3_vl,comfyui,text-to-image,image-editing,fp8,quantized,distilled,image-text-to-image,license:mit,region:us",2026-05-14 21:52:38+00:00,7057
Onodofthenorth/SD_PixelArt_SpriteSheet_Generator,Onodofthenorth,2921,460,"diffusers,spritesheet,text-to-image,en,license:apache-2.0,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2022-11-01 04:31:21+00:00,2817
perpetual3x/Eastern-European-Female-Anatomy-NSFW-LoRA-v1,perpetual3x,2915,3,"diffusers,qwen-image,qwen-image-2512,lora,text-to-image,photorealistic,realistic-photography,eastern-european-woman,anatomy-detail,experimental,nsfw,en,base_model:Qwen/Qwen-Image-2512,base_model:adapter:Qwen/Qwen-Image-2512,license:other,region:us,not-for-all-audiences",2026-08-23 14:16:29+00:00,10476
ideogram-ai/ideogram-4-nf4-diffusers,ideogram-ai,2910,39,"diffusers,safetensors,text-to-image,image-generation,diffusion,flow-matching,dit,ideogram,license:other,diffusers:Ideogram4Pipeline,8-bit,region:us",2026-06-04 18:31:58+00:00,19909
kandinsky-community/kandinsky-2-2-decoder,kandinsky-community,2906,75,"diffusers,safetensors,text-to-image,kandinsky,license:apache-2.0,diffusers:KandinskyV22Pipeline,region:us",2023-06-09 11:17:35+00:00,7210
Lykon/dreamshaper-3,Lykon,2906,1,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,art,artistic,anime,dreamshaper,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-08-26 16:49:29+00:00,2192
drbaph/Qwen-Image-Edit-Middle-Finger-LoRA,drbaph,2892,11,"diffusers,text-to-image,lora,template:diffusion-lora,gesture,pose,image-to-image,en,base_model:Qwen/Qwen-Image-Edit,base_model:adapter:Qwen/Qwen-Image-Edit,license:apache-2.0,region:us",2025-09-07 05:36:54+00:00,1350
aifeifei798/flux-lora-uncensored,aifeifei798,2876,36,"diffusers,text-to-image,flux,lora,template:sd-lora,fluxgym,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-10-29 17:46:00+00:00,443
John6666/wai-nsfw-illustrious-sdxl-v150-sdxl,John6666,2862,23,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,not-for-all-audiences,anime,hentai,girls,Illustrious XL v1.0,illustrious,en,base_model:OnomaAIResearch/Illustrious-XL-v1.0,base_model:finetune:OnomaAIResearch/Illustrious-XL-v1.0,license:other,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2025-09-01 01:22:45+00:00,181
deepseek-community/Janus-Pro-7B,deepseek-community,2861,3,"transformers,safetensors,janus,image-text-to-text,muiltimodal,text-to-image,unified-model,any-to-any,arxiv:2501.17811,license:mit,endpoints_compatible,region:us",2025-03-02 16:42:53+00:00,4932
tsolful/Krea2_Turbo_Raw_INT8,tsolful,2847,6,"diffusers,INT8,ConvRot,Krea2,Krea,Turbo,text-to-image,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-06-23 14:36:01+00:00,566
rectangleworm/ideogram-4-gguf,rectangleworm,2836,28,"gguf,text-to-image,image-generation,comfyui,stable-diffusion.cpp,en,ru,zh,base_model:ideogram-ai/ideogram-4-fp8,base_model:quantized:ideogram-ai/ideogram-4-fp8,license:other,endpoints_compatible,region:us,imatrix,conversational",2026-06-12 13:39:43+00:00,2937
tera0711/lora,tera0711,2832,3,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:stabilityai/stable-diffusion-3.5-large,base_model:adapter:stabilityai/stable-diffusion-3.5-large,license:creativeml-openrail-m,region:us",2025-07-12 12:26:49+00:00,114
Eugeoter/noob-sdxl-controlnet-tile,Eugeoter,2829,9,"diffusers,safetensors,stable-diffusion,stable-diffusion-xl,controlnet,text-to-image,en,base_model:Laxhar/noobai-xl-EarlyAccess,base_model:adapter:Laxhar/noobai-xl-EarlyAccess,license:other,region:us",2025-01-02 05:22:20+00:00,122
Keltezaa/getphatFLUXReality_v4,Keltezaa,2819,1,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:cc-by-nc-nd-4.0,region:us",2025-04-29 17:37:28+00:00,251
InvokeAI/FLUX.1-Krea-dev-GGUF,InvokeAI,2811,6,"diffusers,gguf,text-to-image,image-generation,flux,en,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,license:other,region:us",2025-07-31 15:56:30+00:00,5985
Bedovyy/ERNIE-Image-Quantized,Bedovyy,2808,17,"diffusion-single-file,comfyui,text-to-image,base_model:Comfy-Org/ERNIE-Image,base_model:quantized:Comfy-Org/ERNIE-Image,license:apache-2.0,region:us",2026-04-15 00:22:52+00:00,3994
InstantX/SD3.5-Large-IP-Adapter,InstantX,2786,118,"diffusers,Text-to-Image,IP-Adapter,StableDiffusion3Pipeline,image-generation,Stable Diffusion,text-to-image,en,base_model:stabilityai/stable-diffusion-3.5-large,base_model:finetune:stabilityai/stable-diffusion-3.5-large,license:other,region:us",2024-11-07 03:56:20+00:00,2844
SeeSee21/Z-Anime,SeeSee21,2777,485,"diffusers,safetensors,gguf,z-anime,text-to-image,image-generation,diffusion,anime,z-image,comfyui,fp8,bf16,aio,en,base_model:Tongyi-MAI/Z-Image,base_model:finetune:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-04-25 11:37:04+00:00,15686
