model_id,org,downloads,likes,tags,created_at,card_chars
jiaowobaba02/stable-diffusion-v2-1-GGUF,jiaowobaba02,12472,19,"gguf,art,stable-diffusion,text-to-image,region:us",2024-01-16 12:53:54+00:00,524
botp/stable-diffusion-v1-5,botp,12448,28,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,arxiv:2207.12598,arxiv:2112.10752,arxiv:2103.00020,arxiv:2205.11487,arxiv:1910.09700,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-05-05 06:22:02+00:00,13362
tarn59/pixel_art_style_lora_z_image_turbo,tarn59,12402,52,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2025-11-30 15:15:25+00:00,239
segmind/SSD-1B,segmind,12360,841,"diffusers,safetensors,text-to-image,ultra-realistic,stable-diffusion,distilled-model,knowledge-distillation,dataset:zzliang/GRIT,dataset:wanng/midjourney-v5-202304-clean,arxiv:2401.02677,license:apache-2.0,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2023-10-19 05:18:22+00:00,10512
JujoHotaru/lora,JujoHotaru,12337,351,"diffusers,anime,art,stable-diffusion,stable-diffusion-diffusers,lora,text-to-image,ja,en,license:mit,license:openrail,region:us",2023-07-10 11:56:44+00:00,21928
mradermacher/PromptEnhancer-Img2img-Edit-i1-GGUF,mradermacher,12336,2,"transformers,gguf,text-to-image,prompt-enhancement,prompt-rewriting,chain-of-thought,zh,en,base_model:PromptEnhancer/PromptEnhancer-Img2img-Edit,base_model:quantized:PromptEnhancer/PromptEnhancer-Img2img-Edit,license:other,endpoints_compatible,region:us,imatrix,conversational",2025-09-30 21:28:23+00:00,6376
stablediffusionapi/beautiful-realistic-asian,stablediffusionapi,12239,6,"diffusers,stablediffusionapi.com,stable-diffusion-api,text-to-image,ultra-realistic,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-10-21 12:48:46+00:00,2375
alimama-creative/FLUX.1-Turbo-Alpha,alimama-creative,12212,642,"diffusers,safetensors,Text-to-Image,FLUX,Stable Diffusion,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:finetune:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-10-12 09:27:45+00:00,2693
unsloth/ERNIE-Image-Turbo-GGUF,unsloth,12039,231,"ggml,gguf,text-to-image,unsloth,base_model:baidu/ERNIE-Image-Turbo,base_model:quantized:baidu/ERNIE-Image-Turbo,license:apache-2.0,region:us",2026-04-14 19:30:06+00:00,11590
deepseek-ai/Janus-Pro-1B,deepseek-ai,11908,485,"transformers,pytorch,multi_modality,muiltimodal,text-to-image,unified-model,any-to-any,arxiv:2501.17811,license:mit,endpoints_compatible,region:us",2025-01-26 12:07:49+00:00,2375
sd2-community/stable-diffusion-2,sd2-community,11898,7,"diffusers,safetensors,stable-diffusion,text-to-image,arxiv:2202.00512,arxiv:2112.10752,arxiv:1910.09700,license:openrail++,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2025-11-15 10:17:55+00:00,12409
alibaba-pai/Z-Image-Fun-Lora-Distill,alibaba-pai,11672,175,"videox_fun,lora,text-to-image,license:apache-2.0,region:us",2026-02-02 09:37:39+00:00,10806
unsloth/Z-Image-Turbo,unsloth,11613,5,"diffusers,safetensors,text-to-image,en,arxiv:2511.22699,arxiv:2511.22677,arxiv:2511.13649,license:apache-2.0,diffusers:ZImagePipeline,region:us",2026-08-06 14:04:40+00:00,13680
sd2-community/stable-diffusion-2-1,sd2-community,11572,35,"diffusers,safetensors,stable-diffusion,text-to-image,arxiv:2112.10752,arxiv:2202.00512,arxiv:1910.09700,license:openrail++,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2025-11-15 09:57:03+00:00,12304
PixArt-alpha/PixArt-Sigma-XL-2-1024-MS,PixArt-alpha,11531,105,"diffusers,safetensors,text-to-image,PixArt-Σ,arxiv:2403.04692,arxiv:2310.00426,arxiv:2112.10752,arxiv:2309.05019,license:openrail++,diffusers:PixArtSigmaPipeline,region:us",2024-04-11 09:51:38+00:00,5430
realrebelai/LLaDa-Image-Turbo_ComfyUI,realrebelai,11500,15,"diffusers,gguf,llada-image,llada-image-turbo,image-generation,image-editing,comfyui,int8,quantized,rebelai,text-to-image,base_model:inclusionAI/LLaDA-Image-Turbo,base_model:quantized:inclusionAI/LLaDA-Image-Turbo,region:us",2026-09-04 10:15:50+00:00,4244
Manjushri/pornworks-real-porn-photo-realistic-nsfw-sdxl-and-pony-chekpoint,Manjushri,11346,13,"diffusers,nsfw,sdxl,art,image,safetensors,stable-diffusion-xl,text-to-image,en,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:openrail++,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us,not-for-all-audiences",2026-06-06 23:44:02+00:00,895
wcde/Z-Image-Turbo-DeJPEG-Lora,wcde,11288,52,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,region:us",2025-12-01 07:43:43+00:00,152
deepseek-ai/Janus-Pro-7B,deepseek-ai,11268,3658,"transformers,pytorch,multi_modality,muiltimodal,text-to-image,unified-model,any-to-any,arxiv:2501.17811,license:mit,endpoints_compatible,region:us",2025-01-26 12:05:50+00:00,2375
zai-org/GLM-Image,zai-org,11137,1105,"diffusers,safetensors,text-to-image,zh,en,license:mit,diffusers:GlmImagePipeline,region:us,deploy:azure",2026-01-08 09:39:56+00:00,31130
calcuis/sd3.5-large-gguf,calcuis,10946,73,"diffusers,safetensors,gguf,stable-diffusion,gguf-comfy,text-to-image,en,base_model:stabilityai/stable-diffusion-3.5-large,base_model:quantized:stabilityai/stable-diffusion-3.5-large,doi:10.57967/hf/3389,license:other,region:us",2024-10-24 09:31:18+00:00,1805
strangerzonehf/Flux-Ultimate-LoRA-Collection,strangerzonehf,10922,123,"diffusers,Flux.1-Dev,lora,Collections,SOTA,Realism,Diffusion,art,FLUX,image-to-image,text-to-image,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,doi:10.57967/hf/5698,license:other,region:us",2024-11-18 06:47:02+00:00,10445
LyliaEngine/illustrijGEN_2,LyliaEngine,10811,0,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:OnomaAIResearch/Illustrious-xl-early-release-v0,base_model:adapter:OnomaAIResearch/Illustrious-xl-early-release-v0,license:cdla-permissive-2.0,region:us",2026-01-29 16:57:44+00:00,1071
LeFeujitif/sandbox,LeFeujitif,10610,3,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Liberata/illustrious-xl-v1.0,base_model:adapter:Liberata/illustrious-xl-v1.0,region:us",2025-05-19 10:12:23+00:00,220
stabilityai/stable-cascade,stabilityai,10526,1331,"diffusers,safetensors,text-to-image,license:other,diffusers:StableCascadeDecoderPipeline,region:us",2024-02-06 17:58:47+00:00,9802
nunchaku-ai/nunchaku-qwen-image-edit-2509,nunchaku-ai,10514,294,"diffusers,image-editing,SVDQuant,Qwen-Image-Edit-2509,Diffusion,Quantization,ICLR2025,text-to-image,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:Qwen/Qwen-Image-Edit-2509,base_model:quantized:Qwen/Qwen-Image-Edit-2509,license:apache-2.0,region:us",2025-09-24 02:51:15+00:00,11055
lynaNSFW/LTX2.3_NSFW_motion,lynaNSFW,10509,17,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:lynaNSFW/LTX2BFN,base_model:adapter:lynaNSFW/LTX2BFN,region:us,not-for-all-audiences",2026-03-25 12:45:03+00:00,569
city96/HiDream-I1-Fast-gguf,city96,10476,36,"gguf,image-generation,HiDream.ai,text-to-image,en,base_model:HiDream-ai/HiDream-I1-Fast,base_model:quantized:HiDream-ai/HiDream-I1-Fast,license:mit,region:us",2025-04-17 04:53:00+00:00,673
RunDiffusion/Juggernaut-XL-v8,RunDiffusion,10399,23,"diffusers,stable-diffusion,stable-diffusion-xl,sdxl,text-to-image,photorealistic,photography,cinematic,portrait,juggernaut,rundiffusion,kandooai,en,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-02-21 23:29:52+00:00,7657
huanngzh/mv-adapter,huanngzh,10343,64,"diffusion-single-file,Image-to-Image,text-to-image,arxiv:2412.03632,license:apache-2.0,region:us",2024-11-29 14:38:58+00:00,4353
nunchaku-ai/nunchaku-qwen-image,nunchaku-ai,10324,262,"diffusers,text-to-image,SVDQuant,Qwen-Image,Diffusion,Quantization,ICLR2025,en,dataset:mit-han-lab/svdquant-datasets,arxiv:2411.05007,base_model:Qwen/Qwen-Image,base_model:quantized:Qwen/Qwen-Image,license:apache-2.0,region:us",2025-08-14 08:19:05+00:00,7086
lynaNSFW/gemma-3-12b-it-heretic-v2_fp8_e4m3fn,lynaNSFW,10197,10,"diffusers,text-to-image,lora,template:diffusion-lora,region:us",2026-04-30 22:24:56+00:00,190
InstantX/FLUX.1-dev-IP-Adapter,InstantX,10184,326,"diffusers,Text-to-Image,IP-Adapter,Flux.1-dev,image-generation,Stable Diffusion,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:finetune:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-08-14 10:16:54+00:00,4439
John6666/natvis-natural-vision-v27-sdxl,John6666,10140,1,"diffusers,safetensors,text-to-image,stable-diffusion,stable-diffusion-xl,realistic,photorealistic,photo,scifi,3D,nsfw,sfw,general purpose,general use,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2024-11-18 14:50:59+00:00,265
nhathoangfoto/FLUX.2-klein-ghost-mannequin,nhathoangfoto,9841,38,"diffusers,flux,lora,adapter,text-to-image,ghost-mannequin,3d-effect,e-commerce,fashion,template:diffusion-lora,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:adapter:black-forest-labs/FLUX.2-klein-base-9B,doi:10.57967/hf/7717,license:apache-2.0,region:us",2026-02-03 21:10:22+00:00,3977
Lykon/dreamshaper-xl-1-0,Lykon,9811,42,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,stable-diffusion-xl,text-to-image,art,artistic,anime,dreamshaper,en,license:openrail++,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2023-08-26 16:44:49+00:00,1250
artificialguybr/ColoringBookRedmond-V2,artificialguybr,9810,45,"diffusers,text-to-image,stable-diffusion,lora,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0,license:creativeml-openrail-m,region:us",2023-10-07 20:54:11+00:00,1693
andro-flock/LUSTIFY-SDXL-NSFW-checkpoint-v2-0-INPAINTING,andro-flock,9782,36,"diffusers,safetensors,Safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:creativeml-openrail-m,diffusers:StableDiffusionXLInpaintPipeline,region:us,not-for-all-audiences",2025-02-25 14:17:50+00:00,786
calcuis/flux1-gguf,calcuis,9765,10,"gguf,gguf-comfy,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:quantized:black-forest-labs/FLUX.1-dev,doi:10.57967/hf/3397,license:apache-2.0,region:us",2024-10-19 08:55:13+00:00,1463
unsloth/FLUX.1-schnell-GGUF,unsloth,9626,28,"gguf,text-to-image,image-generation,flux,en,base_model:black-forest-labs/FLUX.1-schnell,base_model:quantized:black-forest-labs/FLUX.1-schnell,license:apache-2.0,region:us",2025-06-30 10:50:31+00:00,3530
digiplay/majicMIX_realistic_v7,digiplay,9616,26,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:other,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-10-09 16:05:52+00:00,70
pmczip/Krea2Raw_Loras,pmczip,9595,59,"diffusers,safetensors,lora,t2i,text-to-image,photorealistic,woman,celebrity,likeness,Krea2,Krea-2,Krea-2-Raw,Krea2-turbo,Krea2_turbo,Krea2-raw,Krea2_raw,en,base_model:krea/Krea-2-Raw,base_model:adapter:krea/Krea-2-Raw,license:other,region:us",2026-07-01 19:54:52+00:00,2791
Shakker-Labs/FLUX.1-dev-ControlNet-Union-Pro-2.0,Shakker-Labs,9415,463,"diffusers,safetensors,Text-to-Image,ControlNet,Diffusers,Flux.1-dev,image-generation,Stable Diffusion,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:finetune:black-forest-labs/FLUX.1-dev,license:other,region:us",2025-04-14 08:19:42+00:00,7112
AI-Porn/anime-desire-illustrious,AI-Porn,9409,19,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:calcuis/illustrious,base_model:adapter:calcuis/illustrious,license:openrail,region:us,not-for-all-audiences",2025-10-28 22:07:46+00:00,750
Bigfawg6669/create-nsfw,Bigfawg6669,9369,8,"diffusers,text-to-image,stable-diffusion,lora,fluxpipeline,flux,not-for-all-audiences,image-to-image,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,license:creativeml-openrail-m,region:us",2026-04-25 12:43:08+00:00,4191
unsloth/Z-Image-Turbo-unsloth-bnb-4bit,unsloth,9340,6,"diffusers,safetensors,unsloth,4bit,quantized,bitsandbytes,text-to-image,en,arxiv:2511.22699,arxiv:2511.22677,arxiv:2511.13649,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,diffusers:ZImagePipeline,8-bit,region:us",2026-01-08 22:48:25+00:00,15554
gsdf/Counterfeit-V2.5,gsdf,9310,1586,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-02-02 14:02:11+00:00,3919
gokaygokay/Krea-2-Realism-LoRA,gokaygokay,9248,87,"diffusers,text-to-image,lora,template:sd-lora,krea,krea-2,realism,photorealism,en,base_model:krea/Krea-2-Raw,base_model:adapter:krea/Krea-2-Raw,license:other,region:us",2026-06-25 09:49:52+00:00,6084
unsloth/Qwen-Image-GGUF,unsloth,9241,31,"ggml,gguf,quantized,text-to-image,en,zh,arxiv:2508.02324,base_model:Qwen/Qwen-Image,base_model:quantized:Qwen/Qwen-Image,license:apache-2.0,region:us",2025-12-19 03:51:27+00:00,7809
drbaph/Z-Image-Turbo-FP8,drbaph,9079,52,"diffusers,comfyui,quantization,quant,fp8,text-to-image,en,zh,license:apache-2.0,region:us",2025-11-27 00:07:54+00:00,7537
xFutureTechx/BackMixes,xFutureTechx,8991,1,"diffusers,stable diffusion,anime,comic books,illustration,text-to-image,en,dataset:EarthnDusk/Creative-Embeddings-OLD,license:creativeml-openrail-m,region:us",2023-11-25 03:11:13+00:00,335
stabilityai/stable-diffusion-3.5-large-turbo,stabilityai,8934,704,"diffusers,safetensors,text-to-image,stable-diffusion,en,arxiv:2403.03206,license:other,diffusers:StableDiffusion3Pipeline,region:us",2024-10-22 07:32:47+00:00,9703
imagepipeline/flux_uncensored_nsfw_v2,imagepipeline,8906,34,"diffusers,imagepipeline,imagepipeline.io,text-to-image,ultra-realistic,lora,not-for-all-audiences,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,region:us",2024-12-04 06:42:55+00:00,392
sd2-community/stable-diffusion-2-1-base,sd2-community,8868,6,"diffusers,safetensors,stable-diffusion,text-to-image,arxiv:2112.10752,arxiv:2202.00512,arxiv:1910.09700,license:openrail++,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2025-11-15 10:31:22+00:00,12394
thutes-gbr25/NSFW-MASTER-Z-IMAGE-TURBO,thutes-gbr25,8845,18,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,license:unknown,region:us,not-for-all-audiences",2026-02-17 01:31:35+00:00,500
fal/FLUX.2-dev-Turbo,fal,8773,390,"diffusers,image-generation,flux,lora,distillation,turbo,text-to-image,en,base_model:black-forest-labs/FLUX.2-dev,base_model:adapter:black-forest-labs/FLUX.2-dev,license:other,region:us",2025-12-29 17:02:51+00:00,2176
xiaolxl/GuoFeng3,xiaolxl,8663,483,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,en,license:cc-by-nc-sa-4.0,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-01-28 11:29:27+00:00,7909
sensenova/SenseNova-U1-8B-MoT-Infographic-V3,sensenova,8634,60,"transformers,safetensors,neo_chat,feature-extraction,multimodal,text-to-image,image-to-text,image-editing,interleaved-generation,custom_code,any-to-any,arxiv:2605.12500,license:apache-2.0,region:us",2026-07-15 17:49:15+00:00,36681
mlx-community/Qwen-Image-2512-4bit,mlx-community,8597,8,"mflux,safetensors,mlx,qwen,image-generation,text-to-image,apple-silicon,diffusion,base_model:Qwen/Qwen-Image-2512,base_model:finetune:Qwen/Qwen-Image-2512,license:apache-2.0,region:us",2026-01-01 07:43:21+00:00,972
RomixERR/Pornmaster_v1-Z-Images-Turbo,RomixERR,8565,115,"base_model:Tongyi-MAI/Z-Image-Turbo,base_model:adapter:Tongyi-MAI/Z-Image-Turbo,diffusers,license:apache-2.0,lora,not-for-all-audiences,region:us,template:diffusion-lora,text-to-image",2025-12-25 12:15:55+00:00,642
Shakker-Labs/FLUX.1-dev-ControlNet-Union-Pro,Shakker-Labs,8472,629,"diffusers,safetensors,Text-to-Image,ControlNet,Diffusers,Flux.1-dev,image-generation,Stable Diffusion,text-to-image,en,base_model:black-forest-labs/FLUX.1-dev,base_model:finetune:black-forest-labs/FLUX.1-dev,license:other,region:us",2024-08-23 10:36:42+00:00,3964
Abiray/Krea-2-Turbo-GGUF,Abiray,8388,16,"gguf,text-to-image,en,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-06-24 11:46:10+00:00,1673
TencentARC/PhotoMaker,TencentARC,8288,438,"diffusers,text-to-image,en,arxiv:2312.04461,license:apache-2.0,region:us",2024-01-13 14:11:54+00:00,2911
emilianJR/epiCRealism,emilianJR,8239,82,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-06-25 12:13:26+00:00,2230
lightx2v/Z-Image-Turbo-Quantized,lightx2v,8120,14,"diffusers,diffusion-single-file,comfyui,distillation,Z-Image-Turbo,text-to-image,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2026-01-28 05:27:47+00:00,3258
tencent/HunyuanImage-3.0,tencent,8021,1121,"transformers,safetensors,hunyuan_image_3_moe,text-generation,text-to-image,custom_code,arxiv:2509.23951,license:other,region:us",2025-09-25 06:28:28+00:00,25244
city96/stable-diffusion-3.5-large-gguf,city96,7852,135,"gguf,text-to-image,image-generation,stable-diffusion,en,base_model:stabilityai/stable-diffusion-3.5-large,base_model:quantized:stabilityai/stable-diffusion-3.5-large,license:other,region:us",2024-10-22 23:50:18+00:00,645
stablediffusionapi/anything-v5,stablediffusionapi,7825,207,"diffusers,safetensors,stablediffusionapi.com,stable-diffusion-api,text-to-image,ultra-realistic,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-04-23 07:21:56+00:00,2230
xFutureTechx/2025_Loras,xFutureTechx,7719,8,"diffusers,stable-diffusion,ponyxl,loras,illustriousxl,naixl,sdxl,anime,lora,low,low-rank-adaptation,text-to-image,en,base_model:AstraliteHeart/pony-diffusion-v6,base_model:adapter:AstraliteHeart/pony-diffusion-v6,license:creativeml-openrail-m,region:us",2025-01-07 01:15:50+00:00,453
litert-community/FLUX.2-klein-4B-LiteRT,litert-community,7678,8,"litert,tflite,text-to-image,on-device,diffusion-transformer,int8,base_model:black-forest-labs/FLUX.2-klein-4B,base_model:quantized:black-forest-labs/FLUX.2-klein-4B,license:apache-2.0,region:us",2026-07-09 15:02:20+00:00,18394
Eugeoter/noob-sdxl-controlnet-canny,Eugeoter,7667,6,"diffusers,safetensors,stable-diffusion,stable-diffusion-xl,controlnet,text-to-image,en,base_model:Laxhar/noobai-xl-EarlyAccess,base_model:adapter:Laxhar/noobai-xl-EarlyAccess,license:other,region:us",2024-11-08 11:49:13+00:00,0
openai/shap-e,openai,7562,281,"diffusers,text-to-image,shap-e,text-to-3d,arxiv:2305.02463,license:mit,diffusers:ShapEPipeline,region:us",2023-07-04 13:25:35+00:00,3807
GeorgyGUF/adidas-tracksuit-with-three-stripes-lora-experiments,GeorgyGUF,7461,1,"diffusers,safetensors,text-to-image,lora,template:diffusion-lora,base_model:black-forest-labs/FLUX.1-dev,base_model:adapter:black-forest-labs/FLUX.1-dev,region:us",2025-05-05 06:16:36+00:00,917
LyliaEngine/4x_foolhardy_Remacri,LyliaEngine,7381,2,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:OnomaAIResearch/Illustrious-xl-early-release-v0,base_model:adapter:OnomaAIResearch/Illustrious-xl-early-release-v0,license:cdla-permissive-2.0,region:us",2026-05-22 17:42:20+00:00,931
ModdiAdam/Wild_Krea-2-turbo_NSFW,ModdiAdam,7358,3,"diffusers,gguf,text-to-image,nsfw,krea-2,comfyui,mature,en,base_model:Comfy-Org/Krea-2,base_model:quantized:Comfy-Org/Krea-2,license:other,region:us,not-for-all-audiences",2026-08-15 18:30:50+00:00,2934
Lykon/AnyLoRA,Lykon,7355,51,"diffusers,safetensors,stable-diffusion,stable-diffusion-diffusers,text-to-image,art,artistic,anime,dreamshaper,lcm,en,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-03-23 01:08:25+00:00,1184
diffusers/sdxl-instructpix2pix-768,diffusers,7343,56,"diffusers,safetensors,stable-diffusion-xl,stable-diffusion-xl-diffusers,text-to-image,instruct-pix2pix,dataset:timbrooks/instructpix2pix-clip-filtered,arxiv:2307.01952,arxiv:2211.09800,base_model:stabilityai/stable-diffusion-xl-base-1.0,base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0,license:openrail++,diffusers:StableDiffusionXLInstructPix2PixPipeline,region:us",2023-08-23 05:24:35+00:00,2957
realrebelai/Krea-R-Turbo,realrebelai,7267,9,"gguf,comfyui,krea-2,text-to-image,quantized,lora-merge,en,base_model:krea/Krea-2-Turbo,base_model:quantized:krea/Krea-2-Turbo,license:other,region:us",2026-07-13 20:55:58+00:00,10391
Raxephion/Krea2-Serendipity-V2,Raxephion,7231,14,"diffusers,text-to-image,checkpoint,finetuned,krea2,realism,fp8,int8-convrot,bf16,cinematic,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:other,region:us",2026-08-18 13:29:30+00:00,9121
linoyts/Flux2-Klein-Delight-LoRA,linoyts,7208,32,"diffusers,tensorboard,text-to-image,diffusers-training,lora,flux2,flux2-diffusers,template:sd-lora,base_model:black-forest-labs/FLUX.2-klein-base-9B,base_model:adapter:black-forest-labs/FLUX.2-klein-base-9B,license:other,region:us",2026-01-29 09:31:17+00:00,2583
coolthor/comfyui-zimage-sulphur-nvfp4,coolthor,7195,1,"diffusion-single-file,comfyui,nvfp4,quantization,text-to-image,z-image,blackwell,base_model:Tongyi-MAI/Z-Image-Turbo,base_model:finetune:Tongyi-MAI/Z-Image-Turbo,license:apache-2.0,region:us",2026-06-09 08:07:10+00:00,2295
drbaph/Z-Image-fp8,drbaph,7180,26,"diffusers,comfyui,comfy,z-img,fp8,quantized,text-to-image,en,arxiv:2511.22699,license:apache-2.0,region:us",2026-01-27 19:44:59+00:00,7586
lllyasviel/FLUX.1-schnell-gguf,lllyasviel,7165,33,"gguf,text-to-image,image-generation,flux,base_model:black-forest-labs/FLUX.1-schnell,base_model:quantized:black-forest-labs/FLUX.1-schnell,license:apache-2.0,region:us",2024-08-27 13:33:04+00:00,175
MaxedOut/ComfyUI-Starter-Packs,MaxedOut,7078,304,"gguf,wan 2.2,text to image,upscale,inpainting,controlnet,depth,canny,redux,comfyui,flux,krea,sdxl,kontext,nunchuka,text-to-image,en,license:other,endpoints_compatible,region:us",2025-04-12 18:18:35+00:00,8251
ProGamerGov/qwen-360-diffusion,ProGamerGov,7046,58,"diffusers,360,360°,360-degree,360-image,equirectangular,equirectangular-projection,image-generation,text-to-image,en,dataset:CaptionEmporium/pexels-568k-internvl2,base_model:Qwen/Qwen-Image,base_model:finetune:Qwen/Qwen-Image,license:mit,region:us",2025-12-10 19:18:55+00:00,9097
Quiho/Krea2_NSFW_Uncensored_Complete,Quiho,6948,3,"diffusers,krea2,uncensored,nsfw,vae,text-encoder,checkpoint,abliterated,mix,merge,text-to-image,en,zh,base_model:krea/Krea-2-Turbo,base_model:finetune:krea/Krea-2-Turbo,license:apache-2.0,region:us,not-for-all-audiences",2026-09-03 08:00:47+00:00,0
stablediffusionapi/majicmixrealistic,stablediffusionapi,6852,12,"diffusers,stablediffusionapi.com,stable-diffusion-api,text-to-image,ultra-realistic,license:creativeml-openrail-m,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us",2023-05-23 06:06:03+00:00,2260
ostris/qwen_image_edit_inpainting,ostris,6848,88,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:Qwen/Qwen-Image-Edit,base_model:adapter:Qwen/Qwen-Image-Edit,license:apache-2.0,region:us",2025-09-03 14:41:33+00:00,718
Eugeoter/noob-sdxl-controlnet-depth,Eugeoter,6842,9,"diffusers,safetensors,stable-diffusion,stable-diffusion-xl,controlnet,text-to-image,en,base_model:Laxhar/noobai-xl-EarlyAccess,base_model:adapter:Laxhar/noobai-xl-EarlyAccess,license:other,region:us",2024-11-09 03:24:13+00:00,0
GuangyuanSD/Z-Image-Distilled,GuangyuanSD,6787,161,"safetensors,Z,text-to-image,en,zh,base_model:Tongyi-MAI/Z-Image,base_model:finetune:Tongyi-MAI/Z-Image,license:apache-2.0,region:us",2026-01-31 08:19:01+00:00,12450
uzumix/krea2filterbypass3.safetensors,uzumix,6774,7,"diffusers,text-to-image,lora,template:diffusion-lora,base_model:krea/Krea-2-Turbo,base_model:adapter:krea/Krea-2-Turbo,region:us",2026-07-08 10:11:27+00:00,164
shootstuff/LUSTIFY-v2.0,shootstuff,6773,1,"diffusers,safetensors,text-to-image,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us",2026-04-25 09:20:45+00:00,5109
TheMistoAI/MistoLine,TheMistoAI,6771,464,"diffusers,art,stable diffusion,ControlNet,SDXL,Diffusion-XL,text-to-image,arxiv:2302.05543,license:openrail++,region:us",2024-05-07 10:15:16+00:00,7725
Bedovyy/Anima-INT8,Bedovyy,6759,47,"diffusion-single-file,comfyui,text-to-image,base_model:circlestone-labs/Anima,base_model:quantized:circlestone-labs/Anima,license:other,region:us",2026-02-12 18:50:56+00:00,6822
Lykon/AbsoluteReality,Lykon,6739,45,"diffusers,stable-diffusion,stable-diffusion-diffusers,text-to-image,art,artistic,photography,en,license:other,diffusers:StableDiffusionPipeline,region:us",2023-05-31 21:30:57+00:00,430
Alissonerdx/flux.1-dev-SRPO-LoRas,Alissonerdx,6723,85,"diffusers,srpo,flux-dev,flux,text-to-image,base_model:rockerBOO/flux.1-dev-SRPO,base_model:finetune:rockerBOO/flux.1-dev-SRPO,region:us",2025-09-15 22:09:28+00:00,2629
